Temps;EA0
16.233;-2.16191877424717
16.254;-2.12190176546574
16.275;-2.07188050448894
16.296;-2.00685286521912
16.317;-1.92181672155857
16.338;-1.82177419960499
16.359;-1.71172742545605
16.38;-1.58167214691639
16.401;-1.46162112057209
16.422;-1.32156158983707
16.443;-1.17649993300438
16.464;-1.01142977178097
16.485;-0.856363862752914
16.506;-0.696295827627182
16.527;-0.53622779250145
16.548;-0.396168261766434
16.569;-0.24610447883606
16.59;-0.0910385698080063
16.611;0.0790337175130844
16.632;0.254108130931854
16.653;0.434184670448303
16.674;0.589250579476356
16.695;0.759322866797447
16.716;0.909386649727821
16.737;1.08446106314659
16.758;1.23952697217464
16.779;1.37958650290966
16.8;1.50964178144932
16.821;1.62469068169594
16.842;1.73473745584488
16.863;1.82977785170078
16.884;1.90981186926365
16.905;1.97984163463116
16.926;2.02986289560795
16.947;2.05987565219402
16.968;2.06987990438938
16.989;2.06987990438938
17.01;2.04987139999866
17.031;2.01485651731491
17.052;1.95983313024044
17.073;1.89980761706829
17.094;1.80976934731007
17.115;1.71472895145416
17.136;1.59968005120754
17.157;1.47962902486324
17.178;1.34957374632359
17.199;1.20451208949089
17.22;1.04444405436516
17.241;0.879373893141747
17.262;0.719305858016014
17.283;0.554235696792603
17.304;0.384163409471512
17.325;0.204086869955063
17.346;0.0390167087316513
17.367;-0.131055578589439
17.388;-0.281119361519814
17.409;-0.426181018352509
17.43;-0.571242675185204
17.451;-0.721306458115578
17.472;-0.886376619338989
17.493;-1.04144252836704
17.514;-1.20651268959045
17.535;-1.34657222032547
17.556;-1.48162962496281
17.577;-1.60168065130711
17.598;-1.72673380374908
17.619;-1.83678057789803
17.64;-1.93182097375393
17.661;-2.01685711741447
17.682;-2.07688263058662
17.703;-2.12190176546574
17.724;-2.15691664814949
17.745;-2.17692515254021
17.766;-2.18192727863789
17.787;-2.17192302644253
17.808;-2.14691239595413
17.829;-2.1068953871727
17.85;-2.05187200009823
17.871;-1.99184648692608
17.892;-1.90180821716785
17.913;-1.80676782131195
17.934;-1.68671679496765
17.955;-1.57166789472103
17.976;-1.45161686837673
17.997;-1.30655521154404
18.018;-1.15649142861366
18.039;-1.00142551958561
18.06;-0.836355358362198
18.081;-0.686291575431824
18.102;-0.53122566640377
18.123;-0.391166135668755
18.144;-0.236100226640701
18.165;-0.081034317612648
18.186;0.0790337175130844
18.207;0.249106004834175
18.228;0.429182544350624
18.249;0.594252705574036
18.27;0.759322866797447
18.291;0.909386649727821
18.312;1.07945893704891
18.333;1.23452484607697
18.354;1.37958650290966
18.375;1.49463540315628
18.396;1.61468642950058
18.417;1.72473320364952
18.438;1.81977359950542
18.459;1.90480974316597
18.48;1.96483525633812
18.501;2.00985439121723
18.522;2.04486927390099
18.543;2.05487352609634
18.564;2.05487352609634
18.585;2.03486502170563
18.606;1.99484801292419
18.627;1.9448267519474
18.648;1.88980336487293
18.669;1.78976084291935
18.69;1.68971832096577
18.711;1.5846736729145
18.732;1.45962052047253
18.753;1.33456736803055
18.774;1.18950571119785
18.795;1.02943767607212
18.816;0.864367514848709
18.837;0.704299479722977
18.858;0.539229318499565
18.879;0.379161283373833
18.9;0.199084743857384
18.921;0.0240103304386139
18.942;-0.136057704687119
18.963;-0.286121487617493
18.984;-0.426181018352509
19.005;-0.576244801282883
19.026;-0.726308584213257
19.047;-0.88137449324131
19.068;-1.03644040226936
19.089;-1.20151056349278
19.11;-1.34657222032547
19.131;-1.48162962496281
19.152;-1.59667852520943
19.173;-1.71172742545605
19.194;-1.82677632570267
19.215;-1.92181672155857
19.236;-2.00185073912144
19.257;-2.05687412619591
19.278;-2.11189751327038
19.299;-2.14691239595413
19.32;-2.15691664814949
19.341;-2.16692090034485
19.362;-2.15691664814949
19.383;-2.13190601766109
19.404;-2.09689113497734
19.425;-2.04186774790287
19.446;-1.97684010863304
19.467;-1.88680183887482
19.488;-1.78675931692123
19.509;-1.67171041667461
19.53;-1.55165939033031
19.551;-1.42660623788834
19.572;-1.29655095934868
19.593;-1.14148505032063
19.614;-0.986419141292572
19.635;-0.831353232264519
19.656;-0.671285197138786
19.677;-0.521221414208412
19.698;-0.386164009571075
19.719;-0.236100226640701
19.74;-0.0760321915149689
19.761;0.0890379697084427
19.782;0.259110257029533
19.803;0.429182544350624
19.824;0.599254831671715
19.845;0.759322866797447
19.866;0.909386649727821
19.887;1.07445681095123
19.908;1.22952271997929
19.929;1.3695822507143
19.95;1.49463540315628
19.971;1.6096843034029
19.992;1.70972682535648
20.013;1.80976934731007
20.034;1.88480123877525
20.055;1.94982887804508
20.076;1.99484801292419
20.097;2.02486076951027
20.118;2.03986714780331
20.139;2.03486502170563
20.16;2.01485651731491
20.181;1.97483950853348
20.202;1.92982037365437
20.223;1.85979060828686
20.244;1.77975659072399
20.265;1.66970981657505
20.286;1.56466516852379
20.307;1.44461414217949
20.328;1.31455886363983
20.349;1.16949720680714
20.37;1.0094291716814
20.391;0.854363262653351
20.412;0.689293101429939
20.433;0.524222940206528
20.454;0.364154905080795
20.475;0.189080491662025
20.496;0.0190082043409348
20.517;-0.136057704687119
20.538;-0.291123613715172
20.559;-0.436185270547867
20.58;-0.581246927380562
20.601;-0.736312836408615
20.622;-0.891378745436668
20.643;-1.04144252836704
20.664;-1.20151056349278
20.685;-1.34157009422779
20.706;-1.47162537276745
20.727;-1.59667852520943
20.748;-1.71172742545605
20.769;-1.81176994740963
20.79;-1.90681034326553
20.811;-1.9868443608284
20.832;-2.04686987400055
20.853;-2.10189326107502
20.874;-2.13190601766109
20.895;-2.14691239595413
20.916;-2.15191452205181
20.937;-2.14691239595413
